,Player,Pos,Year,Week,Team,Opponent Abbrev,Date,Game ID,H/A,OT,Team Score,Opponent Score,Spread,Over/Under,Implied Points,Actual Margin,Indoor/Outdoor,Surface,Weather,Temperature,Wind,Pass Att,Pass Cmp,Pass Yds,Pass TD,Pass Int,Pass Lng,Pass Rate,Pass Sk,Pass Sk Yds,Rush Att,Rush Yds,Rush TD,Rush Lng,Rec Tgt,Rec Rec,Rec Yds,Rec TD,Rec Lng,Fmb,FL,2PT,Off Num,Off Pct
10655,Evan Engram,TE,2017,1,NYG,DAL,9/10/2017,201709100dal,A,,3,19,6,46.5,20.25,16,retractable roof (closed),matrixturf,indoors,,,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,44,0,31,0,0,0,47,82%
10657,Rhett Ellison,TE,2017,1,NYG,DAL,9/10/2017,201709100dal,A,,3,19,6,46.5,20.25,16,retractable roof (closed),matrixturf,indoors,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,9,0,9,0,0,0,19,33%
10663,Jason Witten,TE,2017,1,DAL,NYG,9/10/2017,201709100dal,H,,19,3,-6,46.5,26.25,-16,retractable roof (closed),matrixturf,indoors,,,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,59,1,12,0,0,0,74,100%
10674,Coby Fleener,TE,2017,1,NOR,MIN,9/11/2017,201709110min,A,,19,29,3,47.5,22.25,10,dome,sportturf,indoors,,,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,54,1,24,0,0,0,32,52%
10684,Kyle Rudolph,TE,2017,1,MIN,NOR,9/11/2017,201709110min,H,,29,19,-3,47.5,25.25,-10,dome,sportturf,indoors,,,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,26,1,15,0,0,0,55,85%
10695,Antonio Gates,TE,2017,1,LAC,DEN,9/11/2017,201709110den,A,,21,24,3,41.5,19.25,3,outdoors,grass ,"73 degrees, wind 12 mph",73,12,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,17,0,11,0,0,0,38,66%
10700,Virgil Green,TE,2017,1,DEN,LAC,9/11/2017,201709110den,H,,24,21,-3,41.5,22.25,-3,outdoors,grass ,"73 degrees, wind 12 mph",73,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,44,0,44,0,0,0,45,65%
10701,AJ Derby,TE,2017,1,DEN,LAC,9/11/2017,201709110den,H,,24,21,-3,41.5,22.25,-3,outdoors,grass ,"73 degrees, wind 12 mph",73,12,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,34,0,13,0,0,0,29,42%
10704,Jeff Heuerman,TE,2017,1,DEN,LAC,9/11/2017,201709110den,H,,24,21,-3,41.5,22.25,-3,outdoors,grass ,"73 degrees, wind 12 mph",73,12,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,20,0,20,0,0,0,17,25%
10720,Tyler Eifert,TE,2017,2,CIN,HOU,9/14/2017,201709140cin,H,,9,13,-5,38,21.5,4,outdoors,fieldturf ,"69 degrees, wind 2 mph",69,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,42,0,22,0,0,0,50,78%
10727,Seth Devalve,TE,2017,2,CLE,BAL,9/17/2017,201709170rav,A,,10,24,7.5,39.5,16,14,outdoors,grass,"80 degrees, wind 2 mph",80,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,61,0,49,0,0,0,31,44%
10728,David Njoku,TE,2017,2,CLE,BAL,9/17/2017,201709170rav,A,,10,24,7.5,39.5,16,14,outdoors,grass,"80 degrees, wind 2 mph",80,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,27,1,23,0,0,0,34,48%
10730,Randall Telfer,TE,2017,2,CLE,BAL,9/17/2017,201709170rav,A,,10,24,7.5,39.5,16,14,outdoors,grass,"80 degrees, wind 2 mph",80,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,20,0,20,0,0,0,19,27%
10739,Maxx Williams,TE,2017,2,BAL,CLE,9/17/2017,201709170rav,H,,24,10,-7.5,39.5,23.5,-14,outdoors,grass,"80 degrees, wind 2 mph",80,2,0,0,0,0,0,0,0,0,0,1,2,0,2,4,4,21,0,13,0,0,0,28,41%
10740,Ben Watson,TE,2017,2,BAL,CLE,9/17/2017,201709170rav,H,,24,10,-7.5,39.5,23.5,-14,outdoors,grass,"80 degrees, wind 2 mph",80,2,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,91,0,23,0,0,0,50,74%
10742,Nick Boyle,TE,2017,2,BAL,CLE,9/17/2017,201709170rav,H,,24,10,-7.5,39.5,23.5,-14,outdoors,grass,"80 degrees, wind 2 mph",80,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,9,0,9,0,0,0,42,62%
10751,Kyle Rudolph,TE,2017,2,MIN,PIT,9/17/2017,201709170pit,A,,9,26,8.5,43,17.25,17,outdoors,grass ,"78 degrees, wind 1 mph",78,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,45,0,27,0,0,0,62,95%
10755,David Morgan,TE,2017,2,MIN,PIT,9/17/2017,201709170pit,A,,9,26,8.5,43,17.25,17,outdoors,grass ,"78 degrees, wind 1 mph",78,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,11%
10756,Blake Bell,TE,2017,2,MIN,PIT,9/17/2017,201709170pit,A,,9,26,8.5,43,17.25,17,outdoors,grass ,"78 degrees, wind 1 mph",78,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,3%
10764,Jesse James,TE,2017,2,PIT,MIN,9/17/2017,201709170pit,H,,26,9,-8.5,43,25.75,-17,outdoors,grass ,"78 degrees, wind 1 mph",78,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,27,0,12,0,0,0,71,96%
10773,Rob Gronkowski,TE,2017,2,NWE,NOR,9/17/2017,201709170nor,A,,36,20,-5.5,55,30.25,-16,dome,sportturf,indoors,,,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,116,1,53,0,0,0,46,61%
10776,Jacob Hollister,TE,2017,2,NWE,NOR,9/17/2017,201709170nor,A,,36,20,-5.5,55,30.25,-16,dome,sportturf,indoors,,,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,5,0,5,0,0,0,16,21%
10777,Dwayne Allen,TE,2017,2,NWE,NOR,9/17/2017,201709170nor,A,,36,20,-5.5,55,30.25,-16,dome,sportturf,indoors,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,46,61%
10784,Coby Fleener,TE,2017,2,NOR,NWE,9/17/2017,201709170nor,H,,20,36,5.5,55,24.75,16,dome,sportturf,indoors,,,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,33,1,20,0,0,0,32,49%
10785,Josh Hill,TE,2017,2,NOR,NWE,9/17/2017,201709170nor,H,,20,36,5.5,55,24.75,16,dome,sportturf,indoors,,,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,29,0,13,0,0,0,26,40%
10788,Michael Hoomanawanui,TE,2017,2,NOR,NWE,9/17/2017,201709170nor,H,,20,36,5.5,55,24.75,16,dome,sportturf,indoors,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,8,0,8,0,0,0,22,34%
10793,Zach Ertz,TE,2017,2,PHI,KAN,9/17/2017,201709170kan,A,,20,27,4,46.5,21.25,7,outdoors,grass ,"68 degrees, wind 7 mph",68,7,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,97,0,53,0,0,0,60,83%
10797,Trey Burton,TE,2017,2,PHI,KAN,9/17/2017,201709170kan,A,,20,27,4,46.5,21.25,7,outdoors,grass ,"68 degrees, wind 7 mph",68,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,10,0,10,0,0,0,14,19%
10804,Travis Kelce,TE,2017,2,KAN,PHI,9/17/2017,201709170kan,H,,27,20,-4,46.5,25.25,-7,outdoors,grass ,"68 degrees, wind 7 mph",68,7,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8,103,1,44,0,0,0,51,96%
10806,Ross Travis,TE,2017,2,KAN,PHI,9/17/2017,201709170kan,H,,27,20,-4,46.5,25.25,-7,outdoors,grass ,"68 degrees, wind 7 mph",68,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,11%
10815,Delanie Walker,TE,2017,2,TEN,JAX,9/17/2017,201709170jax,A,,37,16,-1,42,21.5,-21,outdoors,grass ,"84 degrees, wind 10 mph",84,10,0,0,0,0,0,0,0,0,0,1,1,1,1,4,4,61,0,19,0,0,0,56,82%
10818,Jonnu Smith,TE,2017,2,TEN,JAX,9/17/2017,201709170jax,A,,37,16,-1,42,21.5,-21,outdoors,grass ,"84 degrees, wind 10 mph",84,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,30,1,32,0,0,0,37,54%
10828,Ben Koyack,TE,2017,2,JAX,TEN,9/17/2017,201709170jax,H,,16,37,1,42,20.5,21,outdoors,grass ,"84 degrees, wind 10 mph",84,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,19,28%
10829,Marcedes Lewis,TE,2017,2,JAX,TEN,9/17/2017,201709170jax,H,,16,37,1,42,20.5,21,outdoors,grass ,"84 degrees, wind 10 mph",84,10,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,54,81%
10836,Zach Miller,TE,2017,2,CHI,TAM,9/17/2017,201709170tam,A,,7,29,7,44,18.5,22,outdoors,grass ,"88 degrees, wind 7 mph",88,7,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,42,0,12,0,0,0,48,75%
10838,Dion Sims,TE,2017,2,CHI,TAM,9/17/2017,201709170tam,A,,7,29,7,44,18.5,22,outdoors,grass ,"88 degrees, wind 7 mph",88,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,30,47%
10846,Cameron Brate,TE,2017,2,TAM,CHI,9/17/2017,201709170tam,H,,29,7,-7,44,25.5,-22,outdoors,grass ,"88 degrees, wind 7 mph",88,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,24,0,13,0,0,0,38,54%
10848,OJ Howard,TE,2017,2,TAM,CHI,9/17/2017,201709170tam,H,,29,7,-7,44,25.5,-22,outdoors,grass ,"88 degrees, wind 7 mph",88,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,17,0,17,0,0,0,46,65%
10849,Alan Cross,TE,2017,2,TAM,CHI,9/17/2017,201709170tam,H,,29,7,-7,44,25.5,-22,outdoors,grass ,"88 degrees, wind 7 mph",88,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,0,6,0,0,0,16,23%
10858,Ifeanyi Momah,TE,2017,2,ARI,IND,9/17/2017,201709170clt,A,OT,16,13,-7,44,25.5,-3,retractable roof (closed),fieldturf ,indoors,,,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,46,0,46,0,0,0,21,32%
10861,Troy Niklas,TE,2017,2,ARI,IND,9/17/2017,201709170clt,A,OT,16,13,-7,44,25.5,-3,retractable roof (closed),fieldturf ,indoors,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,16,0,16,0,0,0,30,45%
10866,Jack Doyle,TE,2017,2,IND,ARI,9/17/2017,201709170clt,H,OT,13,16,7,44,18.5,3,retractable roof (closed),fieldturf ,indoors,,,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,79,0,15,0,0,0,70,99%
10869,Brandon Williams,TE,2017,2,IND,ARI,9/17/2017,201709170clt,H,OT,13,16,7,44,18.5,3,retractable roof (closed),fieldturf ,indoors,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,20,0,20,0,0,0,13,18%
10877,Charles Clay,TE,2017,2,BUF,CAR,9/17/2017,201709170car,A,,3,9,6.5,43,18.25,6,outdoors,grass ,"83 degrees, wind 5 mph",83,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,23,0,12,1,0,0,45,83%
10887,Ed Dickson,TE,2017,2,CAR,BUF,9/17/2017,201709170car,H,,9,3,-6.5,43,24.75,-6,outdoors,grass ,"83 degrees, wind 5 mph",83,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,26,0,20,0,0,0,56,81%
10888,Greg Olsen,TE,2017,2,CAR,BUF,9/17/2017,201709170car,H,,9,3,-6.5,43,24.75,-6,outdoors,grass ,"83 degrees, wind 5 mph",83,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,10,0,10,0,0,0,25,36%
10899,Neal Sterling,TE,2017,2,NYJ,OAK,9/17/2017,201709170rai,A,,20,45,14,44,15,25,outdoors,grass ,"70 degrees, wind 6 mph",70,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,8,0,8,0,0,0,7,12%
10900,Will Tye,TE,2017,2,NYJ,OAK,9/17/2017,201709170rai,A,,20,45,14,44,15,25,outdoors,grass ,"70 degrees, wind 6 mph",70,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4,0,4,0,0,0,42,75%
10910,Jared Cook,TE,2017,2,OAK,NYJ,9/17/2017,201709170rai,H,,45,20,-14,44,29,-25,outdoors,grass ,"70 degrees, wind 6 mph",70,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,25,0,10,0,0,0,45,79%
10911,Lee Smith,TE,2017,2,OAK,NYJ,9/17/2017,201709170rai,H,,45,20,-14,44,29,-25,outdoors,grass ,"70 degrees, wind 6 mph",70,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,9,0,9,0,0,0,26,46%
10912,Clive Walford,TE,2017,2,OAK,NYJ,9/17/2017,201709170rai,H,,45,20,-14,44,29,-25,outdoors,grass ,"70 degrees, wind 6 mph",70,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,7,0,7,0,0,0,12,21%
10919,Julius Thomas,TE,2017,2,MIA,LAC,9/17/2017,201709170sdg,A,,19,17,3.5,46,21.25,-2,outdoors,grass,"71 degrees, wind 7 mph",71,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,26,0,11,0,0,0,65,96%
10926,Hunter Henry,TE,2017,2,LAC,MIA,9/17/2017,201709170sdg,H,,17,19,-3.5,46,24.75,2,outdoors,grass,"71 degrees, wind 7 mph",71,7,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,80,0,17,0,0,0,33,57%
10929,Antonio Gates,TE,2017,2,LAC,MIA,9/17/2017,201709170sdg,H,,17,19,-3.5,46,24.75,2,outdoors,grass,"71 degrees, wind 7 mph",71,7,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,11,1,7,0,0,0,32,55%
10930,Sean McGrath,TE,2017,2,LAC,MIA,9/17/2017,201709170sdg,H,,17,19,-3.5,46,24.75,2,outdoors,grass,"71 degrees, wind 7 mph",71,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,10,0,10,0,0,0,5,9%
10938,Jordan Reed,TE,2017,2,WAS,LAR,9/17/2017,201709170ram,A,,27,20,3,46.5,21.75,-7,outdoors,grass,"74 degrees, wind 3 mph",74,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,48,0,16,1,0,0,40,56%
10941,Vernon Davis,TE,2017,2,WAS,LAR,9/17/2017,201709170ram,A,,27,20,3,46.5,21.75,-7,outdoors,grass,"74 degrees, wind 3 mph",74,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,13,0,13,0,0,0,55,77%
10947,Gerald Everett,TE,2017,2,LAR,WAS,9/17/2017,201709170ram,H,,20,27,-3,46.5,24.75,7,outdoors,grass,"74 degrees, wind 3 mph",74,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,95,0,69,0,0,0,16,32%
10951,Derek Carrier,TE,2017,2,LAR,WAS,9/17/2017,201709170ram,H,,20,27,-3,46.5,24.75,7,outdoors,grass,"74 degrees, wind 3 mph",74,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,9,0,9,0,0,0,9,18%
10953,Tyler Higbee,TE,2017,2,LAR,WAS,9/17/2017,201709170ram,H,,20,27,-3,46.5,24.75,7,outdoors,grass,"74 degrees, wind 3 mph",74,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,41,82%
10959,Jason Witten,TE,2017,2,DAL,DEN,9/17/2017,201709170den,A,,17,42,-2.5,44,23.25,25,outdoors,grass ,"72 degrees, wind 5 mph",72,5,0,0,0,0,0,0,0,0,0,0,0,0,0,13,10,97,1,28,0,0,0,71,100%
10971,Jeff Heuerman,TE,2017,2,DEN,DAL,9/17/2017,201709170den,H,,42,17,2.5,44,20.75,-25,outdoors,grass ,"72 degrees, wind 5 mph",72,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,15,0,15,0,0,0,23,30%
10972,Virgil Green,TE,2017,2,DEN,DAL,9/17/2017,201709170den,H,,42,17,2.5,44,20.75,-25,outdoors,grass ,"72 degrees, wind 5 mph",72,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,11,1,9,0,0,0,46,60%
10974,AJ Derby,TE,2017,2,DEN,DAL,9/17/2017,201709170den,H,,42,17,2.5,44,20.75,-25,outdoors,grass ,"72 degrees, wind 5 mph",72,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,29,38%
10981,George Kittle,TE,2017,2,SFO,SEA,9/17/2017,201709170sea,A,,9,12,13.5,42,14.25,3,outdoors,fieldturf ,"65 degrees, wind 12 mph",65,12,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,13,0,14,0,0,0,43,88%
10983,Garrett Celek,TE,2017,2,SFO,SEA,9/17/2017,201709170sea,A,,9,12,13.5,42,14.25,3,outdoors,fieldturf ,"65 degrees, wind 12 mph",65,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,0,6,0,0,0,15,31%
10990,Luke Willson,TE,2017,2,SEA,SFO,9/17/2017,201709170sea,H,,12,9,-13.5,42,27.75,-3,outdoors,fieldturf ,"65 degrees, wind 12 mph",65,12,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,25,0,19,0,0,0,37,45%
10994,Jimmy Graham,TE,2017,2,SEA,SFO,9/17/2017,201709170sea,H,,12,9,-13.5,42,27.75,-3,outdoors,fieldturf ,"65 degrees, wind 12 mph",65,12,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,1,0,0,0,54,66%
11001,Martellus Bennett,TE,2017,2,GNB,ATL,9/17/2017,201709170atl,A,,23,34,3,55,26,11,dome,fieldturf,indoors,,,0,0,0,0,0,0,0,0,0,0,0,0,0,11,5,47,0,18,0,0,0,63,83%
11003,Richard Rodgers,TE,2017,2,GNB,ATL,9/17/2017,201709170atl,A,,23,34,3,55,26,11,dome,fieldturf,indoors,,,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,22,0,14,0,0,0,10,13%
11013,Austin Hooper,TE,2017,2,ATL,GNB,9/17/2017,201709170atl,H,,34,23,-3,55,29,-11,dome,fieldturf,indoors,,,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,7,0,4,0,0,0,41,71%
11019,Eric Ebron,TE,2017,2,DET,NYG,9/18/2017,201709180nyg,A,,24,10,3,42,19.5,-14,outdoors,fieldturf ,"72 degrees, wind 5 mph",72,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,42,1,17,0,0,0,39,63%
11023,Darren Fells,TE,2017,2,DET,NYG,9/18/2017,201709180nyg,A,,24,10,3,42,19.5,-14,outdoors,fieldturf ,"72 degrees, wind 5 mph",72,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,3,0,0,0,41,66%
11029,Evan Engram,TE,2017,2,NYG,DET,9/18/2017,201709180nyg,H,,10,24,-3,42,22.5,14,outdoors,fieldturf ,"72 degrees, wind 5 mph",72,5,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,49,1,18,0,0,0,43,77%
11030,Jerell Adams,TE,2017,2,NYG,DET,9/18/2017,201709180nyg,H,,10,24,-3,42,22.5,14,outdoors,fieldturf ,"72 degrees, wind 5 mph",72,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,38,0,38,0,0,0,1,2%
11032,Rhett Ellison,TE,2017,2,NYG,DET,9/18/2017,201709180nyg,H,,10,24,-3,42,22.5,14,outdoors,fieldturf ,"72 degrees, wind 5 mph",72,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,21,0,12,0,0,0,22,39%
11042,Derek Carrier,TE,2017,3,LAR,SFO,9/21/2017,201709210sfo,A,,41,39,-3,40.5,21.75,-2,outdoors,grass,"68 degrees, wind 13 mph",68,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,17,0,17,0,0,0,24,37%
11044,Tyler Higbee,TE,2017,3,LAR,SFO,9/21/2017,201709210sfo,A,,41,39,-3,40.5,21.75,-2,outdoors,grass,"68 degrees, wind 13 mph",68,13,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4,0,4,0,0,0,59,91%
11054,George Kittle,TE,2017,3,SFO,LAR,9/21/2017,201709210sfo,H,,39,41,3,40.5,18.75,2,outdoors,grass,"68 degrees, wind 13 mph",68,13,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,8,0,8,0,0,0,37,47%
11055,Garrett Celek,TE,2017,3,SFO,LAR,9/21/2017,201709210sfo,H,,39,41,3,40.5,18.75,2,outdoors,grass,"68 degrees, wind 13 mph",68,13,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,0,0,0,35,44%
11064,Nick Boyle,TE,2017,3,BAL,JAX,9/24/2017,201709240jax,A,,7,44,-3,38,20.5,37,outdoors,grass ,"70 degrees, wind 10 mph",70,10,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,14,0,7,0,0,0,40,69%
11065,Ben Watson,TE,2017,3,BAL,JAX,9/24/2017,201709240jax,A,,7,44,-3,38,20.5,37,outdoors,grass ,"70 degrees, wind 10 mph",70,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,12,1,6,0,0,0,40,69%
11076,Marcedes Lewis,TE,2017,3,JAX,BAL,9/24/2017,201709240jax,H,,44,7,3,38,17.5,-37,outdoors,grass ,"70 degrees, wind 10 mph",70,10,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,62,3,30,0,0,0,39,53%
11079,James O'Shaughnessy,TE,2017,3,JAX,BAL,9/24/2017,201709240jax,H,,44,7,3,38,17.5,-37,outdoors,grass ,"70 degrees, wind 10 mph",70,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,12,0,12,0,0,0,22,30%
11087,Julius Thomas,TE,2017,3,MIA,NYJ,9/24/2017,201709240nyj,A,,6,20,-5.5,43,24.25,14,outdoors,fieldturf ,"88 degrees, wind 5 mph",88,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,16,0,7,0,0,0,37,59%
11098,Austin Seferian-Jenkins,TE,2017,3,NYJ,MIA,9/24/2017,201709240nyj,H,,20,6,5.5,43,18.75,-14,outdoors,fieldturf ,"88 degrees, wind 5 mph",88,5,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,31,0,13,0,0,0,48,76%
11107,Ryan Griffin,TE,2017,3,HOU,NWE,9/24/2017,201709240nwe,A,,33,36,13.5,44.5,15.5,3,outdoors,fieldturf ,"84 degrees, wind 4 mph",84,4,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,61,1,35,0,0,0,61,86%
11109,Stephen Anderson,TE,2017,3,HOU,NWE,9/24/2017,201709240nwe,A,,33,36,13.5,44.5,15.5,3,outdoors,fieldturf ,"84 degrees, wind 4 mph",84,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,14,0,14,0,0,0,31,44%
11117,Rob Gronkowski,TE,2017,3,NWE,HOU,9/24/2017,201709240nwe,H,,36,33,-13.5,44.5,29,-3,outdoors,fieldturf ,"84 degrees, wind 4 mph",84,4,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8,89,1,22,1,0,0,63,98%
11120,Jacob Hollister,TE,2017,3,NWE,HOU,9/24/2017,201709240nwe,H,,36,33,-13.5,44.5,29,-3,outdoors,fieldturf ,"84 degrees, wind 4 mph",84,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,19,0,19,0,0,0,7,11%
11121,Dwayne Allen,TE,2017,3,NWE,HOU,9/24/2017,201709240nwe,H,,36,33,-13.5,44.5,29,-3,outdoors,fieldturf ,"84 degrees, wind 4 mph",84,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,17,27%
11130,Cameron Brate,TE,2017,3,TAM,MIN,9/24/2017,201709240min,A,,17,34,0,41,20.5,17,dome,sportturf,indoors,,,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,33,1,18,0,0,0,26,49%
11131,OJ Howard,TE,2017,3,TAM,MIN,9/24/2017,201709240min,A,,17,34,0,41,20.5,17,dome,sportturf,indoors,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,12,0,12,0,0,0,34,64%
11132,Alan Cross,TE,2017,3,TAM,MIN,9/24/2017,201709240min,A,,17,34,0,41,20.5,17,dome,sportturf,indoors,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,0,5,0,0,0,4,8%
11141,Kyle Rudolph,TE,2017,3,MIN,TAM,9/24/2017,201709240min,H,,34,17,0,41,20.5,-17,dome,sportturf,indoors,,,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,4,0,4,0,0,0,68,92%
11150,Austin Hooper,TE,2017,3,ATL,DET,9/24/2017,201709240det,A,,30,26,-3,51,27,-4,dome,fieldturf ,indoors,,,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,9,0,9,0,0,0,49,72%
11159,Eric Ebron,TE,2017,3,DET,ATL,9/24/2017,201709240det,H,,26,30,3,51,24,4,dome,fieldturf ,indoors,,,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,9,0,8,0,0,0,45,64%
11160,Darren Fells,TE,2017,3,DET,ATL,9/24/2017,201709240det,H,,26,30,3,51,24,4,dome,fieldturf ,indoors,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,8,0,8,0,0,0,29,41%
11165,Seth Devalve,TE,2017,3,CLE,IND,9/24/2017,201709240clt,A,,28,31,-1,42,21.5,3,retractable roof (closed),fieldturf ,indoors,,,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,29,0,20,0,0,0,43,56%
11167,David Njoku,TE,2017,3,CLE,IND,9/24/2017,201709240clt,A,,28,31,-1,42,21.5,3,retractable roof (closed),fieldturf ,indoors,,,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,12,1,11,0,0,0,30,39%
11171,Randall Telfer,TE,2017,3,CLE,IND,9/24/2017,201709240clt,A,,28,31,-1,42,21.5,3,retractable roof (closed),fieldturf ,indoors,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,0,4,0,0,0,19,25%
11179,Jack Doyle,TE,2017,3,IND,CLE,9/24/2017,201709240clt,H,,31,28,1,42,20.5,-3,retractable roof (closed),fieldturf ,indoors,,,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,16,0,11,1,1,0,66,100%
11181,Brandon Williams,TE,2017,3,IND,CLE,9/24/2017,201709240clt,H,,31,28,1,42,20.5,-3,retractable roof (closed),fieldturf ,indoors,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,7,0,7,0,0,0,16,24%
11182,Darrell Daniels,TE,2017,3,IND,CLE,9/24/2017,201709240clt,H,,31,28,1,42,20.5,-3,retractable roof (closed),fieldturf ,indoors,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,0,6,0,0,0,17,26%
