,Player,Pos,Year,Week,Team,Opponent Abbrev,Date,H/A,OT,Team Score,Opponent Score,Spread,Over/Under,Actual Margin,Indoor/Outdoor,Surface,Weather,Temperature,Wind,Rush Att,Rush Yds,Rush TD,Rush Lng,Rec Tgt,Rec Rec,Rec Yds,Rec TD,Rec Lng,Fmb,FL,2PT,Off Num,Off Pct
5726,Mohamed Sanu,WR,2018,2,ATL,CAR,9/16/2018,H,,31,24,-5.5,44,-7,dome,fieldturf,indoors,,,1,-4,0,-4,2,2,19,0,12,0,0,0,48,76%
5727,Justin Hardy,WR,2018,2,ATL,CAR,9/16/2018,H,,31,24,-5.5,44,-7,dome,fieldturf,indoors,,,0,0,0,0,0,0,0,0,0,0,0,0,14,22%
5731,Golden Tate,WR,2018,2,DET,SFO,9/16/2018,A,,27,30,49,48.5,3,outdoors,grass,"73 degrees, wind 12 mph",73,12,1,9,0,9,13,7,109,0,67,0,0,0,65,84%
5732,Kenny Golladay,WR,2018,2,DET,SFO,9/16/2018,A,,27,30,49,48.5,3,outdoors,grass,"73 degrees, wind 12 mph",73,12,0,0,0,0,9,6,89,1,30,0,0,0,71,92%
5733,Marvin Jones,WR,2018,2,DET,SFO,9/16/2018,A,,27,30,49,48.5,3,outdoors,grass,"73 degrees, wind 12 mph",73,12,0,0,0,0,9,4,54,1,19,0,0,0,77,100%
5740,Pierre Garcon,WR,2018,2,SFO,DET,9/16/2018,H,,30,27,-49,48.5,-3,outdoors,grass,"73 degrees, wind 12 mph",73,12,0,0,0,0,4,4,57,0,20,0,0,0,49,77%
5741,Dante Pettis,WR,2018,2,SFO,DET,9/16/2018,H,,30,27,-49,48.5,-3,outdoors,grass,"73 degrees, wind 12 mph",73,12,0,0,0,0,2,1,35,0,35,0,0,0,56,88%
5745,Kendrick Bourne,WR,2018,2,SFO,DET,9/16/2018,H,,30,27,-49,48.5,-3,outdoors,grass,"73 degrees, wind 12 mph",73,12,0,0,0,0,1,1,4,1,4,0,0,0,10,16%
5746,Trent Taylor,WR,2018,2,SFO,DET,9/16/2018,H,,30,27,-49,48.5,-3,outdoors,grass,"73 degrees, wind 12 mph",73,12,0,0,0,0,2,0,0,0,0,0,0,0,16,25%
5751,Larry Fitzgerald,WR,2018,2,ARI,LAR,9/16/2018,A,,0,34,13.5,43.5,34,outdoors,grass,"86 degrees, wind 2 mph",86,2,0,0,0,0,5,3,28,0,15,0,0,0,26,58%
5752,Christian Kirk,WR,2018,2,ARI,LAR,9/16/2018,A,,0,34,13.5,43.5,34,outdoors,grass,"86 degrees, wind 2 mph",86,2,0,0,0,0,5,4,27,0,11,0,0,0,31,69%
5754,Chad Williams,WR,2018,2,ARI,LAR,9/16/2018,A,,0,34,13.5,43.5,34,outdoors,grass,"86 degrees, wind 2 mph",86,2,0,0,0,0,3,0,0,0,0,0,0,0,34,76%
5755,JJ Nelson,WR,2018,2,ARI,LAR,9/16/2018,A,,0,34,13.5,43.5,34,outdoors,grass,"86 degrees, wind 2 mph",86,2,0,0,0,0,1,0,0,0,0,0,0,0,23,51%
5760,Brandin Cooks,WR,2018,2,LAR,ARI,9/16/2018,H,,34,0,-13.5,43.5,-34,outdoors,grass,"86 degrees, wind 2 mph",86,2,0,0,0,0,9,7,159,0,57,0,0,0,72,100%
5761,Robert Woods,WR,2018,2,LAR,ARI,9/16/2018,H,,34,0,-13.5,43.5,-34,outdoors,grass,"86 degrees, wind 2 mph",86,2,0,0,0,0,9,6,81,0,21,0,0,0,70,97%
5762,Cooper Kupp,WR,2018,2,LAR,ARI,9/16/2018,H,,34,0,-13.5,43.5,-34,outdoors,grass,"86 degrees, wind 2 mph",86,2,0,0,0,0,6,6,63,0,29,0,0,0,72,100%
5765,Jojo Natson,WR,2018,2,LAR,ARI,9/16/2018,H,,34,0,-13.5,43.5,-34,outdoors,grass,"86 degrees, wind 2 mph",86,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0%
5770,Cordarrelle Patterson,WR,2018,2,NWE,JAX,9/16/2018,A,,20,31,-2,44.5,11,outdoors,grass ,"97 degrees, wind 15 mph",97,15,1,5,0,5,5,3,18,0,18,0,0,0,28,46%
5771,Phillip Dorsett,WR,2018,2,NWE,JAX,9/16/2018,A,,20,31,-2,44.5,11,outdoors,grass ,"97 degrees, wind 15 mph",97,15,0,0,0,0,7,5,44,0,19,0,0,0,55,90%
5772,Chris Hogan,WR,2018,2,NWE,JAX,9/16/2018,A,,20,31,-2,44.5,11,outdoors,grass ,"97 degrees, wind 15 mph",97,15,0,0,0,0,5,3,42,2,29,0,0,0,55,90%
5780,Keelan Cole,WR,2018,2,JAX,NWE,9/16/2018,H,,31,20,2,44.5,-11,outdoors,grass ,"97 degrees, wind 15 mph",97,15,0,0,0,0,8,7,116,1,24,0,0,0,59,83%
5781,Donte Moncrief,WR,2018,2,JAX,NWE,9/16/2018,H,,31,20,2,44.5,-11,outdoors,grass ,"97 degrees, wind 15 mph",97,15,0,0,0,0,9,4,34,1,14,0,0,0,51,72%
5785,DJ Chark,WR,2018,2,JAX,NWE,9/16/2018,H,,31,20,2,44.5,-11,outdoors,grass ,"97 degrees, wind 15 mph",97,15,0,0,0,0,4,1,13,0,13,1,1,0,30,42%
5786,Dede Westbrook,WR,2018,2,JAX,NWE,9/16/2018,H,,31,20,2,44.5,-11,outdoors,grass ,"97 degrees, wind 15 mph",97,15,1,-6,0,-6,5,4,82,1,61,1,0,0,51,72%
5787,Jaydon Mickens,WR,2018,2,JAX,NWE,9/16/2018,H,,31,20,2,44.5,-11,outdoors,grass ,"97 degrees, wind 15 mph",97,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0%
5792,Amari Cooper,WR,2018,2,OAK,DEN,9/16/2018,A,,19,20,5.5,44,1,outdoors,grass ,"92 degrees, wind 4 mph",92,4,0,0,0,0,10,10,116,0,30,0,0,0,54,83%
5794,Seth Roberts,WR,2018,2,OAK,DEN,9/16/2018,A,,19,20,5.5,44,1,outdoors,grass ,"92 degrees, wind 4 mph",92,4,0,0,0,0,3,3,43,1,20,0,0,0,22,34%
5795,Martavis Bryant,WR,2018,2,OAK,DEN,9/16/2018,A,,19,20,5.5,44,1,outdoors,grass ,"92 degrees, wind 4 mph",92,4,0,0,0,0,4,4,30,0,16,0,0,0,26,40%
5796,Jordy Nelson,WR,2018,2,OAK,DEN,9/16/2018,A,,19,20,5.5,44,1,outdoors,grass ,"92 degrees, wind 4 mph",92,4,0,0,0,0,4,2,30,0,23,0,0,0,54,83%
5803,Emmanuel Sanders,WR,2018,2,DEN,OAK,9/16/2018,H,,20,19,-5.5,44,-1,outdoors,grass ,"92 degrees, wind 4 mph",92,4,0,0,0,0,4,4,96,0,23,0,0,0,54,82%
5805,Tim Patrick,WR,2018,2,DEN,OAK,9/16/2018,H,,20,19,-5.5,44,-1,outdoors,grass ,"92 degrees, wind 4 mph",92,4,0,0,0,0,2,1,26,0,26,0,0,0,4,6%
5806,Demaryius Thomas,WR,2018,2,DEN,OAK,9/16/2018,H,,20,19,-5.5,44,-1,outdoors,grass ,"92 degrees, wind 4 mph",92,4,0,0,0,0,11,5,18,0,7,0,0,0,59,89%
5809,Courtland Sutton,WR,2018,2,DEN,OAK,9/16/2018,H,,20,19,-5.5,44,-1,outdoors,grass ,"92 degrees, wind 4 mph",92,4,0,0,0,0,6,1,9,0,9,0,0,0,54,82%
5815,Odell Beckham,WR,2018,2,NYG,DAL,9/16/2018,A,,13,20,3,42,7,retractable roof (closed),matrixturf,indoors,,,0,0,0,0,9,4,51,0,17,0,0,0,66,97%
5816,Cody Latimer,WR,2018,2,NYG,DAL,9/16/2018,A,,13,20,3,42,7,retractable roof (closed),matrixturf,indoors,,,0,0,0,0,3,2,41,0,37,0,0,0,44,65%
5817,Sterling Shepard,WR,2018,2,NYG,DAL,9/16/2018,A,,13,20,3,42,7,retractable roof (closed),matrixturf,indoors,,,0,0,0,0,5,3,24,0,14,0,0,0,65,96%
5819,Russell Shepard,WR,2018,2,NYG,DAL,9/16/2018,A,,13,20,3,42,7,retractable roof (closed),matrixturf,indoors,,,0,0,0,0,1,0,0,0,0,0,0,0,6,9%
5820,Kaelin Clay,WR,2018,2,NYG,DAL,9/16/2018,A,,13,20,3,42,7,retractable roof (closed),matrixturf,indoors,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0%
5823,Tavon Austin,WR,2018,2,DAL,NYG,9/16/2018,H,,20,13,-3,42,-7,retractable roof (closed),matrixturf,indoors,,,1,15,0,15,2,2,79,1,64,0,0,0,18,34%
5824,Deonte Thompson,WR,2018,2,DAL,NYG,9/16/2018,H,,20,13,-3,42,-7,retractable roof (closed),matrixturf,indoors,,,0,0,0,0,5,4,33,0,12,0,0,0,23,43%
5825,Cole Beasley,WR,2018,2,DAL,NYG,9/16/2018,H,,20,13,-3,42,-7,retractable roof (closed),matrixturf,indoors,,,0,0,0,0,3,2,13,0,10,0,0,0,30,57%
5826,Terrance Williams,WR,2018,2,DAL,NYG,9/16/2018,H,,20,13,-3,42,-7,retractable roof (closed),matrixturf,indoors,,,0,0,0,0,1,1,12,0,12,0,0,0,10,19%
5827,Allen Hurns,WR,2018,2,DAL,NYG,9/16/2018,H,,20,13,-3,42,-7,retractable roof (closed),matrixturf,indoors,,,0,0,0,0,2,1,9,0,9,0,0,0,27,51%
5828,Michael Gallup,WR,2018,2,DAL,NYG,9/16/2018,H,,20,13,-3,42,-7,retractable roof (closed),matrixturf,indoors,,,0,0,0,0,2,1,5,0,5,0,0,0,25,47%
5834,Tyler Lockett,WR,2018,2,SEA,CHI,9/17/2018,A,,17,24,4.5,42.5,7,outdoors,grass ,"79 degrees, wind 2 mph",79,2,0,0,0,0,7,5,60,1,20,1,0,0,60,91%
5835,Brandon Marshall,WR,2018,2,SEA,CHI,9/17/2018,A,,17,24,4.5,42.5,7,outdoors,grass ,"79 degrees, wind 2 mph",79,2,0,0,0,0,6,4,44,0,18,0,0,0,53,80%
5837,Jaron Brown,WR,2018,2,SEA,CHI,9/17/2018,A,,17,24,4.5,42.5,7,outdoors,grass ,"79 degrees, wind 2 mph",79,2,0,0,0,0,3,3,36,0,19,0,0,0,47,71%
5842,Taylor Gabriel,WR,2018,2,CHI,SEA,9/17/2018,H,,24,17,-4.5,42.5,-7,outdoors,grass ,"79 degrees, wind 2 mph",79,2,3,17,0,8,7,4,30,0,9,0,0,0,63,95%
5845,Allen Robinson,WR,2018,2,CHI,SEA,9/17/2018,H,,24,17,-4.5,42.5,-7,outdoors,grass ,"79 degrees, wind 2 mph",79,2,0,0,0,0,14,10,83,0,14,0,0,0,63,95%
5846,Anthony Miller,WR,2018,2,CHI,SEA,9/17/2018,H,,24,17,-4.5,42.5,-7,outdoors,grass ,"79 degrees, wind 2 mph",79,2,0,0,0,0,3,2,11,1,10,0,0,0,37,56%
5847,Josh Bellamy,WR,2018,2,CHI,SEA,9/17/2018,H,,24,17,-4.5,42.5,-7,outdoors,grass ,"79 degrees, wind 2 mph",79,2,0,0,0,0,1,1,6,0,6,0,0,0,2,3%
5851,Quincy Enunwa,WR,2018,3,NYJ,CLE,9/20/2018,A,,17,21,3,41,4,outdoors,grass ,"83 degrees, wind 11 mph",83,11,0,0,0,0,8,4,57,0,16,0,0,0,53,84%
5852,Jermaine Kearse,WR,2018,3,NYJ,CLE,9/20/2018,A,,17,21,3,41,4,outdoors,grass ,"83 degrees, wind 11 mph",83,11,0,0,0,0,6,3,35,0,14,0,0,0,34,54%
5853,Terrelle Pryor,WR,2018,3,NYJ,CLE,9/20/2018,A,,17,21,3,41,4,outdoors,grass ,"83 degrees, wind 11 mph",83,11,0,0,0,0,3,1,25,0,25,0,0,0,44,70%
5854,Robby Anderson,WR,2018,3,NYJ,CLE,9/20/2018,A,,17,21,3,41,4,outdoors,grass ,"83 degrees, wind 11 mph",83,11,0,0,0,0,4,2,22,0,17,1,1,0,42,67%
5858,Andre Roberts,WR,2018,3,NYJ,CLE,9/20/2018,A,,17,21,3,41,4,outdoors,grass ,"83 degrees, wind 11 mph",83,11,0,0,0,0,0,0,0,0,0,0,0,0,1,2%
5864,Jarvis Landry,WR,2018,3,CLE,NYJ,9/20/2018,H,,21,17,-3,41,-4,outdoors,grass ,"83 degrees, wind 11 mph",83,11,0,0,0,0,14,8,103,0,29,0,0,1,66,86%
5866,Rashard Higgins,WR,2018,3,CLE,NYJ,9/20/2018,H,,21,17,-3,41,-4,outdoors,grass ,"83 degrees, wind 11 mph",83,11,0,0,0,0,3,3,32,0,19,0,0,0,54,70%
5867,Antonio Callaway,WR,2018,3,CLE,NYJ,9/20/2018,H,,21,17,-3,41,-4,outdoors,grass ,"83 degrees, wind 11 mph",83,11,0,0,0,0,11,4,20,0,10,0,0,0,69,90%
5873,TY Hilton,WR,2018,3,IND,PHI,9/23/2018,A,,16,20,6.5,45.5,4,outdoors,grass ,"61 degrees, wind 5 mph",61,5,0,0,0,0,10,5,50,0,29,0,0,0,59,100%
5874,Ryan Grant,WR,2018,3,IND,PHI,9/23/2018,A,,16,20,6.5,45.5,4,outdoors,grass ,"61 degrees, wind 5 mph",61,5,0,0,0,0,5,3,35,1,22,0,0,0,50,85%
5876,Chester Rogers,WR,2018,3,IND,PHI,9/23/2018,A,,16,20,6.5,45.5,4,outdoors,grass ,"61 degrees, wind 5 mph",61,5,0,0,0,0,4,2,14,0,8,0,0,0,40,68%
5878,Zach Pascal,WR,2018,3,IND,PHI,9/23/2018,A,,16,20,6.5,45.5,4,outdoors,grass ,"61 degrees, wind 5 mph",61,5,0,0,0,0,2,1,3,0,3,0,0,0,6,10%
5879,Marcus Johnson,WR,2018,3,IND,PHI,9/23/2018,A,,16,20,6.5,45.5,4,outdoors,grass ,"61 degrees, wind 5 mph",61,5,1,-2,0,-2,0,0,0,0,0,0,0,0,2,3%
5886,Nelson Agholor,WR,2018,3,PHI,IND,9/23/2018,H,,20,16,-6.5,45.5,-4,outdoors,grass ,"61 degrees, wind 5 mph",61,5,0,0,0,0,5,4,24,0,10,0,0,0,80,98%
5887,Jordan Matthews,WR,2018,3,PHI,IND,9/23/2018,H,,20,16,-6.5,45.5,-4,outdoors,grass ,"61 degrees, wind 5 mph",61,5,0,0,0,0,2,2,21,0,14,0,0,0,33,40%
5892,Andre Holmes,WR,2018,3,BUF,MIN,9/23/2018,A,,27,6,16.5,41,-21,dome,sportturf,indoors,,,0,0,0,0,4,3,29,0,22,0,0,0,31,46%
5893,Kelvin Benjamin,WR,2018,3,BUF,MIN,9/23/2018,A,,27,6,16.5,41,-21,dome,sportturf,indoors,,,0,0,0,0,5,3,29,0,12,0,0,0,41,61%
5896,Zay Jones,WR,2018,3,BUF,MIN,9/23/2018,A,,27,6,16.5,41,-21,dome,sportturf,indoors,,,0,0,0,0,1,1,17,0,17,0,0,0,42,63%
5897,Ray-Ray McCloud,WR,2018,3,BUF,MIN,9/23/2018,A,,27,6,16.5,41,-21,dome,sportturf,indoors,,,0,0,0,0,1,1,6,0,6,0,0,0,14,21%
5898,Robert Foster,WR,2018,3,BUF,MIN,9/23/2018,A,,27,6,16.5,41,-21,dome,sportturf,indoors,,,0,0,0,0,2,0,0,0,0,0,0,0,22,33%
5902,Adam Thielen,WR,2018,3,MIN,BUF,9/23/2018,H,,6,27,-16.5,41,21,dome,sportturf,indoors,,,0,0,0,0,19,14,105,0,19,0,0,0,66,100%
5905,Laquon Treadwell,WR,2018,3,MIN,BUF,9/23/2018,H,,6,27,-16.5,41,21,dome,sportturf,indoors,,,0,0,0,0,4,4,33,0,14,0,0,0,58,88%
5906,Stefon Diggs,WR,2018,3,MIN,BUF,9/23/2018,H,,6,27,-16.5,41,21,dome,sportturf,indoors,,,0,0,0,0,10,4,17,0,7,0,0,0,57,86%
5907,Aldrick Robinson,WR,2018,3,MIN,BUF,9/23/2018,H,,6,27,-16.5,41,21,dome,sportturf,indoors,,,0,0,0,0,1,1,9,0,9,0,0,0,8,12%
5912,Martavis Bryant,WR,2018,3,OAK,MIA,9/23/2018,A,,20,28,3,46,8,outdoors,grass ,"90 degrees, wind 7 mph",90,7,1,4,0,4,5,2,30,0,19,0,0,0,35,46%
5913,Jordy Nelson,WR,2018,3,OAK,MIA,9/23/2018,A,,20,28,3,46,8,outdoors,grass ,"90 degrees, wind 7 mph",90,7,0,0,0,0,8,6,173,1,66,1,0,0,55,72%
5916,Amari Cooper,WR,2018,3,OAK,MIA,9/23/2018,A,,20,28,3,46,8,outdoors,grass ,"90 degrees, wind 7 mph",90,7,0,0,0,0,5,2,17,0,9,0,0,0,60,79%
5917,Dwayne Harris,WR,2018,3,OAK,MIA,9/23/2018,A,,20,28,3,46,8,outdoors,grass ,"90 degrees, wind 7 mph",90,7,0,0,0,0,2,2,11,0,7,0,0,0,2,3%
5920,Albert Wilson,WR,2018,3,MIA,OAK,9/23/2018,H,,28,20,-3,46,-8,outdoors,grass ,"90 degrees, wind 7 mph",90,7,0,0,0,0,2,2,74,1,74,0,0,0,10,23%
5923,Jakeem Grant,WR,2018,3,MIA,OAK,9/23/2018,H,,28,20,-3,46,-8,outdoors,grass ,"90 degrees, wind 7 mph",90,7,0,0,0,0,3,2,70,2,52,0,0,0,9,20%
5924,Kenny Stills,WR,2018,3,MIA,OAK,9/23/2018,H,,28,20,-3,46,-8,outdoors,grass ,"90 degrees, wind 7 mph",90,7,0,0,0,0,5,3,61,1,34,0,0,0,40,91%
5925,Danny Amendola,WR,2018,3,MIA,OAK,9/23/2018,H,,28,20,-3,46,-8,outdoors,grass ,"90 degrees, wind 7 mph",90,7,0,0,0,0,3,3,42,0,15,0,0,0,31,70%
5926,DeVante Parker,WR,2018,3,MIA,OAK,9/23/2018,H,,28,20,-3,46,-8,outdoors,grass ,"90 degrees, wind 7 mph",90,7,0,0,0,0,3,2,40,0,36,0,0,0,33,75%
5934,Kendrick Bourne,WR,2018,3,SFO,KAN,9/23/2018,A,,27,38,5.5,53,11,outdoors,grass ,"70 degrees, wind 4 mph",70,4,0,0,0,0,2,1,27,0,27,0,0,0,15,22%
5935,Trent Taylor,WR,2018,3,SFO,KAN,9/23/2018,A,,27,38,5.5,53,11,outdoors,grass ,"70 degrees, wind 4 mph",70,4,0,0,0,0,4,3,24,0,10,0,0,0,25,37%
5936,Pierre Garcon,WR,2018,3,SFO,KAN,9/23/2018,A,,27,38,5.5,53,11,outdoors,grass ,"70 degrees, wind 4 mph",70,4,0,0,0,0,4,1,11,0,11,0,0,0,52,76%
5939,Marquise Goodwin,WR,2018,3,SFO,KAN,9/23/2018,A,,27,38,5.5,53,11,outdoors,grass ,"70 degrees, wind 4 mph",70,4,1,-2,0,-2,4,3,30,1,13,0,0,0,42,62%
5940,Dante Pettis,WR,2018,3,SFO,KAN,9/23/2018,A,,27,38,5.5,53,11,outdoors,grass ,"70 degrees, wind 4 mph",70,4,0,0,0,0,0,0,0,0,0,0,0,0,25,37%
5943,Sammy Watkins,WR,2018,3,KAN,SFO,9/23/2018,H,,38,27,-5.5,53,-11,outdoors,grass ,"70 degrees, wind 4 mph",70,4,2,20,0,11,8,5,55,1,15,1,0,0,67,89%
5944,Tyreek Hill,WR,2018,3,KAN,SFO,9/23/2018,H,,38,27,-5.5,53,-11,outdoors,grass ,"70 degrees, wind 4 mph",70,4,2,5,0,5,5,2,51,0,42,0,0,0,68,91%
5950,Chris Conley,WR,2018,3,KAN,SFO,9/23/2018,H,,38,27,-5.5,53,-11,outdoors,grass ,"70 degrees, wind 4 mph",70,4,0,0,0,0,3,2,13,1,9,0,0,0,49,65%
5951,Marcus Kemp,WR,2018,3,KAN,SFO,9/23/2018,H,,38,27,-5.5,53,-11,outdoors,grass ,"70 degrees, wind 4 mph",70,4,0,0,0,0,1,1,7,0,7,0,0,0,1,1%
5952,Demarcus Robinson,WR,2018,3,KAN,SFO,9/23/2018,H,,38,27,-5.5,53,-11,outdoors,grass ,"70 degrees, wind 4 mph",70,4,0,0,0,0,1,0,0,0,0,0,0,0,11,15%
5953,De'Anthony Thomas,WR,2018,3,KAN,SFO,9/23/2018,H,,38,27,-5.5,53,-11,outdoors,grass ,"70 degrees, wind 4 mph",70,4,0,0,0,0,0,0,0,0,0,0,0,0,4,5%
5958,Tajae Sharpe,WR,2018,3,TEN,JAX,9/23/2018,A,,9,6,10,39,-3,outdoors,grass ,"89 degrees, wind 10 mph",89,10,1,16,0,16,1,0,0,0,0,0,0,0,24,39%
5959,Corey Davis,WR,2018,3,TEN,JAX,9/23/2018,A,,9,6,10,39,-3,outdoors,grass ,"89 degrees, wind 10 mph",89,10,0,0,0,0,4,2,34,0,22,0,0,0,52,84%
5960,Taywan Taylor,WR,2018,3,TEN,JAX,9/23/2018,A,,9,6,10,39,-3,outdoors,grass ,"89 degrees, wind 10 mph",89,10,0,0,0,0,5,4,30,0,9,0,0,0,32,52%
5963,Darius Jennings,WR,2018,3,TEN,JAX,9/23/2018,A,,9,6,10,39,-3,outdoors,grass ,"89 degrees, wind 10 mph",89,10,0,0,0,0,1,1,7,0,7,0,0,0,7,11%
5964,Rishard Matthews,WR,2018,3,TEN,JAX,9/23/2018,A,,9,6,10,39,-3,outdoors,grass ,"89 degrees, wind 10 mph",89,10,0,0,0,0,2,1,3,0,3,0,0,0,31,50%
5969,Keelan Cole,WR,2018,3,JAX,TEN,9/23/2018,H,,6,9,-10,39,3,outdoors,grass ,"89 degrees, wind 10 mph",89,10,0,0,0,0,9,5,40,0,11,0,0,0,53,93%
5970,Dede Westbrook,WR,2018,3,JAX,TEN,9/23/2018,H,,6,9,-10,39,3,outdoors,grass ,"89 degrees, wind 10 mph",89,10,0,0,0,0,4,3,31,0,15,0,0,0,39,68%
5972,Donte Moncrief,WR,2018,3,JAX,TEN,9/23/2018,H,,6,9,-10,39,3,outdoors,grass ,"89 degrees, wind 10 mph",89,10,0,0,0,0,3,2,16,0,13,1,1,0,48,84%
5974,DJ Chark,WR,2018,3,JAX,TEN,9/23/2018,H,,6,9,-10,39,3,outdoors,grass ,"89 degrees, wind 10 mph",89,10,0,0,0,0,1,0,0,0,0,0,0,0,11,19%
5976,Jaydon Mickens,WR,2018,3,JAX,TEN,9/23/2018,H,,6,9,-10,39,3,outdoors,grass ,"89 degrees, wind 10 mph",89,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0%
5981,Odell Beckham,WR,2018,3,NYG,HOU,9/23/2018,A,,27,22,6.5,44,-5,retractable roof (closed),astroturf,indoors,,,1,0,0,0,10,9,109,0,30,0,0,0,59,95%
5982,Sterling Shepard,WR,2018,3,NYG,HOU,9/23/2018,A,,27,22,6.5,44,-5,retractable roof (closed),astroturf,indoors,,,0,0,0,0,7,6,80,1,23,0,0,0,59,95%
5985,Cody Latimer,WR,2018,3,NYG,HOU,9/23/2018,A,,27,22,6.5,44,-5,retractable roof (closed),astroturf,indoors,,,0,0,0,0,2,1,15,0,15,0,0,0,40,65%
5986,Stacy Coley,WR,2018,3,NYG,HOU,9/23/2018,A,,27,22,6.5,44,-5,retractable roof (closed),astroturf,indoors,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0%
5990,Will Fuller,WR,2018,3,HOU,NYG,9/23/2018,H,,22,27,-6.5,44,5,retractable roof (closed),astroturf,indoors,,,0,0,0,0,11,5,101,1,37,0,0,0,68,100%
5991,DeAndre Hopkins,WR,2018,3,HOU,NYG,9/23/2018,H,,22,27,-6.5,44,5,retractable roof (closed),astroturf,indoors,,,0,0,0,0,10,6,86,0,24,0,0,0,68,100%
5994,Vyncint Smith,WR,2018,3,HOU,NYG,9/23/2018,H,,22,27,-6.5,44,5,retractable roof (closed),astroturf,indoors,,,0,0,0,0,2,1,28,0,28,0,0,0,41,60%
5996,Bruce Ellington,WR,2018,3,HOU,NYG,9/23/2018,H,,22,27,-6.5,44,5,retractable roof (closed),astroturf,indoors,,,0,0,0,0,1,1,10,0,10,0,0,0,3,4%
6002,Geronimo Allison,WR,2018,3,GNB,WAS,9/23/2018,A,,17,31,-2.5,45.5,14,outdoors,grass ,"62 degrees, wind 6 mph",62,6,0,0,0,0,4,2,76,1,64,0,0,0,52,75%
6003,Davante Adams,WR,2018,3,GNB,WAS,9/23/2018,A,,17,31,-2.5,45.5,14,outdoors,grass ,"62 degrees, wind 6 mph",62,6,0,0,0,0,9,7,52,1,16,0,0,0,68,99%
6005,Randall Cobb,WR,2018,3,GNB,WAS,9/23/2018,A,,17,31,-2.5,45.5,14,outdoors,grass ,"62 degrees, wind 6 mph",62,6,0,0,0,0,11,4,22,0,11,1,1,0,65,94%
6008,Marquez Valdes-Scantling,WR,2018,3,GNB,WAS,9/23/2018,A,,17,31,-2.5,45.5,14,outdoors,grass ,"62 degrees, wind 6 mph",62,6,0,0,0,0,1,0,0,0,0,0,0,0,12,17%
6012,Jamison Crowder,WR,2018,3,WAS,GNB,9/23/2018,H,,31,17,2.5,45.5,-14,outdoors,grass ,"62 degrees, wind 6 mph",62,6,1,6,0,6,4,4,39,1,18,0,0,0,37,61%
6016,Paul Richardson,WR,2018,3,WAS,GNB,9/23/2018,H,,31,17,2.5,45.5,-14,outdoors,grass ,"62 degrees, wind 6 mph",62,6,0,0,0,0,2,1,46,1,46,0,0,0,45,74%
6017,Josh Doctson,WR,2018,3,WAS,GNB,9/23/2018,H,,31,17,2.5,45.5,-14,outdoors,grass ,"62 degrees, wind 6 mph",62,6,0,0,0,0,3,0,0,0,0,0,0,0,47,77%
6020,Tyler Boyd,WR,2018,3,CIN,CAR,9/23/2018,A,,21,31,2.5,44,10,outdoors,grass ,"80 degrees, wind 3 mph",80,3,1,5,0,5,7,6,132,1,49,0,0,0,51,78%
6022,AJ Green,WR,2018,3,CIN,CAR,9/23/2018,A,,21,31,2.5,44,10,outdoors,grass ,"80 degrees, wind 3 mph",80,3,0,0,0,0,8,5,58,0,31,0,0,0,33,51%
6025,John Ross,WR,2018,3,CIN,CAR,9/23/2018,A,,21,31,2.5,44,10,outdoors,grass ,"80 degrees, wind 3 mph",80,3,0,0,0,0,7,3,16,0,9,0,0,0,31,48%
6026,Josh Malone,WR,2018,3,CIN,CAR,9/23/2018,A,,21,31,2.5,44,10,outdoors,grass ,"80 degrees, wind 3 mph",80,3,0,0,0,0,3,1,12,0,12,0,0,0,29,45%
6027,Alex Erickson,WR,2018,3,CIN,CAR,9/23/2018,A,,21,31,2.5,44,10,outdoors,grass ,"80 degrees, wind 3 mph",80,3,0,0,0,0,0,0,0,0,0,0,0,0,7,11%
6032,Devin Funchess,WR,2018,3,CAR,CIN,9/23/2018,H,,31,21,-2.5,44,-10,outdoors,grass ,"80 degrees, wind 3 mph",80,3,0,0,0,0,7,4,67,1,27,0,0,0,52,78%
6034,Torrey Smith,WR,2018,3,CAR,CIN,9/23/2018,H,,31,21,-2.5,44,-10,outdoors,grass ,"80 degrees, wind 3 mph",80,3,0,0,0,0,6,3,19,0,8,0,0,0,44,66%
6035,Jarius Wright,WR,2018,3,CAR,CIN,9/23/2018,H,,31,21,-2.5,44,-10,outdoors,grass ,"80 degrees, wind 3 mph",80,3,0,0,0,0,1,1,7,0,7,0,0,0,26,39%
6036,DJ Moore,WR,2018,3,CAR,CIN,9/23/2018,H,,31,21,-2.5,44,-10,outdoors,grass ,"80 degrees, wind 3 mph",80,3,0,0,0,0,2,1,3,0,3,0,0,0,33,49%
6039,Emmanuel Sanders,WR,2018,3,DEN,BAL,9/23/2018,A,,14,27,5.5,46,13,outdoors,grass,"61 degrees, wind 5 mph",61,5,1,35,1,35,8,5,38,0,9,0,0,0,60,88%
6043,Demaryius Thomas,WR,2018,3,DEN,BAL,9/23/2018,A,,14,27,5.5,46,13,outdoors,grass,"61 degrees, wind 5 mph",61,5,0,0,0,0,5,5,63,0,22,0,0,0,54,79%
