,Player,Pos,Year,Week,Team,Opponent Abbrev,Date,H/A,OT,Team Score,Opponent Score,Spread,Over/Under,Actual Margin,Indoor/Outdoor,Surface,Weather,Temperature,Wind,Rush Att,Rush Yds,Rush TD,Rush Lng,Rec Tgt,Rec Rec,Rec Yds,Rec TD,Rec Lng,Fmb,FL,2PT,Off Num,Off Pct
14977,Aldrick Robinson,WR,2017,15,SFO,TEN,12/17/2017,H,,25,23,-49,44.5,-2,outdoors,grass,"65 degrees, wind 17 mph",65,17,0,0,0,0,2,1,3,0,3,0,0,0,4,6%
14984,Terrance Williams,WR,2017,15,DAL,OAK,12/17/2017,A,,20,17,-3,46,-3,outdoors,grass ,"57 degrees, wind 4 mph",57,4,0,0,0,0,5,3,19,0,8,0,0,0,41,63%
14985,Cole Beasley,WR,2017,15,DAL,OAK,12/17/2017,A,,20,17,-3,46,-3,outdoors,grass ,"57 degrees, wind 4 mph",57,4,0,0,0,0,5,1,15,0,15,0,0,0,41,63%
14987,Noah Brown,WR,2017,15,DAL,OAK,12/17/2017,A,,20,17,-3,46,-3,outdoors,grass ,"57 degrees, wind 4 mph",57,4,0,0,0,0,1,1,8,0,8,0,0,0,18,28%
14988,Dez Bryant,WR,2017,15,DAL,OAK,12/17/2017,A,,20,17,-3,46,-3,outdoors,grass ,"57 degrees, wind 4 mph",57,4,1,-4,0,-4,4,2,59,0,40,0,0,0,58,89%
14989,Ryan Switzer,WR,2017,15,DAL,OAK,12/17/2017,A,,20,17,-3,46,-3,outdoors,grass ,"57 degrees, wind 4 mph",57,4,0,0,0,0,0,0,0,0,0,0,0,0,4,6%
14993,Seth Roberts,WR,2017,15,OAK,DAL,12/17/2017,H,,17,20,3,46,3,outdoors,grass ,"57 degrees, wind 4 mph",57,4,0,0,0,0,5,3,52,0,28,0,0,0,63,95%
14994,Michael Crabtree,WR,2017,15,OAK,DAL,12/17/2017,H,,17,20,3,46,3,outdoors,grass ,"57 degrees, wind 4 mph",57,4,0,0,0,0,17,7,39,2,14,1,0,0,59,89%
14998,Cordarrelle Patterson,WR,2017,15,OAK,DAL,12/17/2017,H,,17,20,3,46,3,outdoors,grass ,"57 degrees, wind 4 mph",57,4,1,-4,0,-4,2,1,7,0,7,2,0,0,44,67%
15002,Mohamed Sanu,WR,2017,15,ATL,TAM,12/18/2017,A,,24,21,-7,49.5,-3,outdoors,grass ,"71 degrees, wind 2 mph",71,2,1,3,0,3,5,2,23,0,21,0,0,0,51,73%
15003,Taylor Gabriel,WR,2017,15,ATL,TAM,12/18/2017,A,,24,21,-7,49.5,-3,outdoors,grass ,"71 degrees, wind 2 mph",71,2,1,3,0,3,2,2,16,0,10,0,0,0,32,46%
15004,Julio Jones,WR,2017,15,ATL,TAM,12/18/2017,A,,24,21,-7,49.5,-3,outdoors,grass ,"71 degrees, wind 2 mph",71,2,0,0,0,0,8,3,54,0,29,0,0,0,53,76%
15005,Justin Hardy,WR,2017,15,ATL,TAM,12/18/2017,A,,24,21,-7,49.5,-3,outdoors,grass ,"71 degrees, wind 2 mph",71,2,0,0,0,0,4,2,33,1,27,0,0,0,21,30%
15008,Andre Roberts,WR,2017,15,ATL,TAM,12/18/2017,A,,24,21,-7,49.5,-3,outdoors,grass ,"71 degrees, wind 2 mph",71,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0%
15011,DeSean Jackson,WR,2017,15,TAM,ATL,12/18/2017,H,,21,24,7,49.5,3,outdoors,grass ,"71 degrees, wind 2 mph",71,2,1,7,0,7,1,1,11,0,11,0,0,0,22,37%
15012,Adam Humphries,WR,2017,15,TAM,ATL,12/18/2017,H,,21,24,7,49.5,3,outdoors,grass ,"71 degrees, wind 2 mph",71,2,1,6,0,6,5,5,43,1,16,0,0,0,38,64%
15013,Mike Evans,WR,2017,15,TAM,ATL,12/18/2017,H,,21,24,7,49.5,3,outdoors,grass ,"71 degrees, wind 2 mph",71,2,0,0,0,0,8,5,79,1,42,0,0,0,50,85%
15017,Chris Godwin,WR,2017,15,TAM,ATL,12/18/2017,H,,21,24,7,49.5,3,outdoors,grass ,"71 degrees, wind 2 mph",71,2,0,0,0,0,2,1,18,0,18,0,0,0,33,56%
15019,Freddie Martino,WR,2017,15,TAM,ATL,12/18/2017,H,,21,24,7,49.5,3,outdoors,grass ,"71 degrees, wind 2 mph",71,2,0,0,0,0,1,1,11,0,11,0,0,0,6,10%
15025,TY Hilton,WR,2017,16,IND,BAL,12/23/2017,A,,16,23,13.5,41,7,outdoors,grass,"63 degrees, wind 14 mph",63,14,0,0,0,0,12,6,100,0,24,0,0,0,62,100%
15027,Chester Rogers,WR,2017,16,IND,BAL,12/23/2017,A,,16,23,13.5,41,7,outdoors,grass,"63 degrees, wind 14 mph",63,14,0,0,0,0,4,1,19,0,19,0,0,0,58,94%
15029,Kamar Aiken,WR,2017,16,IND,BAL,12/23/2017,A,,16,23,13.5,41,7,outdoors,grass,"63 degrees, wind 14 mph",63,14,0,0,0,0,2,0,0,0,0,0,0,0,50,81%
15033,Michael Campanaro,WR,2017,16,BAL,IND,12/23/2017,H,,23,16,-13.5,41,-7,outdoors,grass,"63 degrees, wind 14 mph",63,14,1,9,0,9,2,2,21,1,15,1,0,0,22,30%
15035,Mike Wallace,WR,2017,16,BAL,IND,12/23/2017,H,,23,16,-13.5,41,-7,outdoors,grass,"63 degrees, wind 14 mph",63,14,0,0,0,0,6,4,60,0,23,0,0,0,58,79%
15037,Chris Moore,WR,2017,16,BAL,IND,12/23/2017,H,,23,16,-13.5,41,-7,outdoors,grass,"63 degrees, wind 14 mph",63,14,0,0,0,0,2,2,29,0,20,0,0,0,44,60%
15038,Breshad Perriman,WR,2017,16,BAL,IND,12/23/2017,H,,23,16,-13.5,41,-7,outdoors,grass,"63 degrees, wind 14 mph",63,14,0,0,0,0,4,2,14,0,8,0,0,0,30,41%
15044,Stefon Diggs,WR,2017,16,MIN,GNB,12/23/2017,A,,16,0,-8.5,41,-16,outdoors,grass ,"10 degrees, wind 6 mph",10,6,1,3,0,3,8,5,60,1,20,0,0,0,53,82%
15046,Adam Thielen,WR,2017,16,MIN,GNB,12/23/2017,A,,16,0,-8.5,41,-16,outdoors,grass ,"10 degrees, wind 6 mph",10,6,0,0,0,0,6,2,24,0,21,0,0,0,60,92%
15047,Jarius Wright,WR,2017,16,MIN,GNB,12/23/2017,A,,16,0,-8.5,41,-16,outdoors,grass ,"10 degrees, wind 6 mph",10,6,0,0,0,0,2,1,8,0,8,0,0,0,12,18%
15049,Michael Floyd,WR,2017,16,MIN,GNB,12/23/2017,A,,16,0,-8.5,41,-16,outdoors,grass ,"10 degrees, wind 6 mph",10,6,0,0,0,0,1,1,0,0,0,0,0,0,7,11%
15050,Laquon Treadwell,WR,2017,16,MIN,GNB,12/23/2017,A,,16,0,-8.5,41,-16,outdoors,grass ,"10 degrees, wind 6 mph",10,6,0,0,0,0,2,0,0,0,0,0,0,0,27,42%
15055,Michael Clark,WR,2017,16,GNB,MIN,12/23/2017,H,,0,16,8.5,41,16,outdoors,grass ,"10 degrees, wind 6 mph",10,6,0,0,0,0,9,3,36,0,19,0,0,0,28,42%
15056,Jeff Janis,WR,2017,16,GNB,MIN,12/23/2017,H,,0,16,8.5,41,16,outdoors,grass ,"10 degrees, wind 6 mph",10,6,0,0,0,0,2,1,12,0,12,0,0,0,12,18%
15057,Jordy Nelson,WR,2017,16,GNB,MIN,12/23/2017,H,,0,16,8.5,41,16,outdoors,grass ,"10 degrees, wind 6 mph",10,6,0,0,0,0,5,3,11,0,5,0,0,0,27,40%
15058,Geronimo Allison,WR,2017,16,GNB,MIN,12/23/2017,H,,0,16,8.5,41,16,outdoors,grass ,"10 degrees, wind 6 mph",10,6,0,0,0,0,3,1,9,0,9,0,0,0,53,79%
15060,Trevor Davis,WR,2017,16,GNB,MIN,12/23/2017,H,,0,16,8.5,41,16,outdoors,grass ,"10 degrees, wind 6 mph",10,6,0,0,0,0,1,0,0,0,0,0,0,0,16,24%
15061,Randall Cobb,WR,2017,16,GNB,MIN,12/23/2017,H,,0,16,8.5,41,16,outdoors,grass ,"10 degrees, wind 6 mph",10,6,1,-6,0,-6,7,4,22,0,10,0,0,0,61,91%
15065,Cooper Kupp,WR,2017,16,LAR,TEN,12/24/2017,A,,27,23,-5.5,46,-4,outdoors,grass ,"39 degrees, wind 11 mph",39,11,0,0,0,0,6,4,65,1,34,0,0,0,63,94%
15066,Robert Woods,WR,2017,16,LAR,TEN,12/24/2017,A,,27,23,-5.5,46,-4,outdoors,grass ,"39 degrees, wind 11 mph",39,11,0,0,0,0,8,3,33,0,13,0,0,0,61,91%
15067,Sammy Watkins,WR,2017,16,LAR,TEN,12/24/2017,A,,27,23,-5.5,46,-4,outdoors,grass ,"39 degrees, wind 11 mph",39,11,0,0,0,0,7,3,30,1,16,0,0,0,64,96%
15069,Josh Reynolds,WR,2017,16,LAR,TEN,12/24/2017,A,,27,23,-5.5,46,-4,outdoors,grass ,"39 degrees, wind 11 mph",39,11,0,0,0,0,1,0,0,0,0,0,0,0,2,3%
15070,Mike Thomas,WR,2017,16,LAR,TEN,12/24/2017,A,,27,23,-5.5,46,-4,outdoors,grass ,"39 degrees, wind 11 mph",39,11,0,0,0,0,1,0,0,0,0,0,0,0,2,3%
15071,Pharoh Cooper,WR,2017,16,LAR,TEN,12/24/2017,A,,27,23,-5.5,46,-4,outdoors,grass ,"39 degrees, wind 11 mph",39,11,0,0,0,0,0,0,0,0,0,0,0,0,1,1%
15075,Corey Davis,WR,2017,16,TEN,LAR,12/24/2017,H,,23,27,5.5,46,4,outdoors,grass ,"39 degrees, wind 11 mph",39,11,0,0,0,0,9,6,91,0,37,0,0,0,54,79%
15076,Eric Decker,WR,2017,16,TEN,LAR,12/24/2017,H,,23,27,5.5,46,4,outdoors,grass ,"39 degrees, wind 11 mph",39,11,0,0,0,0,10,6,73,0,25,0,0,0,49,72%
15077,Rishard Matthews,WR,2017,16,TEN,LAR,12/24/2017,H,,23,27,5.5,46,4,outdoors,grass ,"39 degrees, wind 11 mph",39,11,0,0,0,0,4,2,48,0,25,0,0,0,64,94%
15080,Taywan Taylor,WR,2017,16,TEN,LAR,12/24/2017,H,,23,27,5.5,46,4,outdoors,grass ,"39 degrees, wind 11 mph",39,11,0,0,0,0,1,0,0,0,0,0,0,0,2,3%
15087,Keenan Allen,WR,2017,16,LAC,NYJ,12/24/2017,A,,14,7,-7.5,42.5,-7,outdoors,fieldturf ,"40 degrees, wind 6 mph",40,6,0,0,0,0,10,5,63,0,20,0,0,0,66,90%
15088,Tyrell Williams,WR,2017,16,LAC,NYJ,12/24/2017,A,,14,7,-7.5,42.5,-7,outdoors,fieldturf ,"40 degrees, wind 6 mph",40,6,0,0,0,0,6,5,50,0,16,0,0,0,57,78%
15090,Mike Williams,WR,2017,16,LAC,NYJ,12/24/2017,A,,14,7,-7.5,42.5,-7,outdoors,fieldturf ,"40 degrees, wind 6 mph",40,6,0,0,0,0,3,0,0,0,0,0,0,0,26,36%
15091,Travis Benjamin,WR,2017,16,LAC,NYJ,12/24/2017,A,,14,7,-7.5,42.5,-7,outdoors,fieldturf ,"40 degrees, wind 6 mph",40,6,1,-4,0,-4,5,0,0,0,0,0,0,0,31,42%
15095,Robby Anderson,WR,2017,16,NYJ,LAC,12/24/2017,H,,7,14,7.5,42.5,7,outdoors,fieldturf ,"40 degrees, wind 6 mph",40,6,0,0,0,0,7,5,51,0,16,0,0,0,61,94%
15096,Jermaine Kearse,WR,2017,16,NYJ,LAC,12/24/2017,H,,7,14,7.5,42.5,7,outdoors,fieldturf ,"40 degrees, wind 6 mph",40,6,0,0,0,0,8,5,42,0,14,0,0,0,57,88%
15099,Chad Hansen,WR,2017,16,NYJ,LAC,12/24/2017,H,,7,14,7.5,42.5,7,outdoors,fieldturf ,"40 degrees, wind 6 mph",40,6,0,0,0,0,1,0,0,0,0,0,0,0,26,40%
15101,Jojo Natson,WR,2017,16,NYJ,LAC,12/24/2017,H,,7,14,7.5,42.5,7,outdoors,fieldturf ,"40 degrees, wind 6 mph",40,6,0,0,0,0,0,0,0,0,0,0,0,0,2,3%
15104,Deonte Thompson,WR,2017,16,BUF,NWE,12/24/2017,A,,16,37,11,47.5,21,outdoors,fieldturf ,"35 degrees, wind 7 mph",35,7,0,0,0,0,5,4,91,0,46,0,0,0,60,87%
15105,Kelvin Benjamin,WR,2017,16,BUF,NWE,12/24/2017,A,,16,37,11,47.5,21,outdoors,fieldturf ,"35 degrees, wind 7 mph",35,7,0,0,0,0,7,5,70,0,35,0,0,0,52,75%
15107,Brandon Tate,WR,2017,16,BUF,NWE,12/24/2017,A,,16,37,11,47.5,21,outdoors,fieldturf ,"35 degrees, wind 7 mph",35,7,0,0,0,0,3,1,4,0,4,0,0,0,19,28%
15108,Zay Jones,WR,2017,16,BUF,NWE,12/24/2017,A,,16,37,11,47.5,21,outdoors,fieldturf ,"35 degrees, wind 7 mph",35,7,0,0,0,0,1,0,0,0,0,0,0,0,52,75%
15117,Brandin Cooks,WR,2017,16,NWE,BUF,12/24/2017,H,,37,16,-11,47.5,-21,outdoors,fieldturf ,"35 degrees, wind 7 mph",35,7,1,6,0,6,5,2,19,0,14,0,0,0,65,92%
15120,Danny Amendola,WR,2017,16,NWE,BUF,12/24/2017,H,,37,16,-11,47.5,-21,outdoors,fieldturf ,"35 degrees, wind 7 mph",35,7,0,0,0,0,3,3,28,0,13,0,0,0,40,56%
15122,Phillip Dorsett,WR,2017,16,NWE,BUF,12/24/2017,H,,37,16,-11,47.5,-21,outdoors,fieldturf ,"35 degrees, wind 7 mph",35,7,0,0,0,0,1,1,24,0,24,0,0,0,26,37%
15123,Kenny Britt,WR,2017,16,NWE,BUF,12/24/2017,H,,37,16,-11,47.5,-21,outdoors,fieldturf ,"35 degrees, wind 7 mph",35,7,0,0,0,0,2,1,16,0,16,0,0,0,9,13%
15128,Taylor Gabriel,WR,2017,16,ATL,NOR,12/24/2017,A,,13,23,5.5,52,10,dome,sportturf,indoors,,,1,12,0,12,4,1,20,0,20,0,0,0,32,50%
15129,Julio Jones,WR,2017,16,ATL,NOR,12/24/2017,A,,13,23,5.5,52,10,dome,sportturf,indoors,,,0,0,0,0,11,7,149,0,44,0,0,0,56,88%
15130,Mohamed Sanu,WR,2017,16,ATL,NOR,12/24/2017,A,,13,23,5.5,52,10,dome,sportturf,indoors,,,0,0,0,0,6,4,31,0,10,0,0,0,59,92%
15132,Justin Hardy,WR,2017,16,ATL,NOR,12/24/2017,A,,13,23,5.5,52,10,dome,sportturf,indoors,,,0,0,0,0,1,1,10,0,10,0,0,0,20,31%
15133,Marvin Hall,WR,2017,16,ATL,NOR,12/24/2017,A,,13,23,5.5,52,10,dome,sportturf,indoors,,,0,0,0,0,1,0,0,0,0,0,0,0,7,11%
15135,Andre Roberts,WR,2017,16,ATL,NOR,12/24/2017,A,,13,23,5.5,52,10,dome,sportturf,indoors,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0%
15139,Ted Ginn,WR,2017,16,NOR,ATL,12/24/2017,H,,23,13,-5.5,52,-10,dome,sportturf,indoors,,,2,14,0,15,5,4,76,1,54,0,0,0,47,73%
15140,Michael Thomas,WR,2017,16,NOR,ATL,12/24/2017,H,,23,13,-5.5,52,-10,dome,sportturf,indoors,,,0,0,0,0,5,4,66,0,27,0,0,0,40,62%
15142,Willie Snead,WR,2017,16,NOR,ATL,12/24/2017,H,,23,13,-5.5,52,-10,dome,sportturf,indoors,,,0,0,0,0,3,1,6,0,6,0,0,0,38,59%
15143,Tommylee Lewis,WR,2017,16,NOR,ATL,12/24/2017,H,,23,13,-5.5,52,-10,dome,sportturf,indoors,,,0,0,0,0,0,0,0,0,0,0,0,0,1,2%
15146,Jakeem Grant,WR,2017,16,MIA,KAN,12/24/2017,A,,13,29,11,43.5,16,outdoors,grass ,"23 degrees, wind 15 mph",23,15,1,3,0,3,6,4,107,1,65,0,0,0,11,20%
15147,DeVante Parker,WR,2017,16,MIA,KAN,12/24/2017,A,,13,29,11,43.5,16,outdoors,grass ,"23 degrees, wind 15 mph",23,15,0,0,0,0,10,5,63,0,34,0,0,0,44,79%
15148,Kenny Stills,WR,2017,16,MIA,KAN,12/24/2017,A,,13,29,11,43.5,16,outdoors,grass ,"23 degrees, wind 15 mph",23,15,0,0,0,0,6,4,54,0,16,1,1,0,48,86%
15149,Jarvis Landry,WR,2017,16,MIA,KAN,12/24/2017,A,,13,29,11,43.5,16,outdoors,grass ,"23 degrees, wind 15 mph",23,15,0,0,0,0,7,5,51,0,21,1,1,0,54,96%
15155,Albert Wilson,WR,2017,16,KAN,MIA,12/24/2017,H,,29,13,-11,43.5,-16,outdoors,grass ,"23 degrees, wind 15 mph",23,15,0,0,0,0,8,3,36,0,13,0,0,0,68,86%
15159,Tyreek Hill,WR,2017,16,KAN,MIA,12/24/2017,H,,29,13,-11,43.5,-16,outdoors,grass ,"23 degrees, wind 15 mph",23,15,1,-1,0,-1,7,6,109,0,52,0,0,0,67,85%
15166,Marvin Jones,WR,2017,16,DET,CIN,12/24/2017,A,,17,26,-3.5,43.5,9,outdoors,fieldturf ,"35 degrees, wind 2 mph",35,2,0,0,0,0,5,3,50,0,31,0,0,0,61,100%
15167,Kenny Golladay,WR,2017,16,DET,CIN,12/24/2017,A,,17,26,-3.5,43.5,9,outdoors,fieldturf ,"35 degrees, wind 2 mph",35,2,0,0,0,0,8,4,28,0,14,0,0,0,58,95%
15168,Golden Tate,WR,2017,16,DET,CIN,12/24/2017,A,,17,26,-3.5,43.5,9,outdoors,fieldturf ,"35 degrees, wind 2 mph",35,2,0,0,0,0,6,3,14,0,14,0,0,0,50,82%
15174,AJ Green,WR,2017,16,CIN,DET,12/24/2017,H,,26,17,3.5,43.5,-9,outdoors,fieldturf ,"35 degrees, wind 2 mph",35,2,0,0,0,0,10,6,81,0,18,0,0,0,79,94%
15175,Tyler Boyd,WR,2017,16,CIN,DET,12/24/2017,H,,26,17,3.5,43.5,-9,outdoors,fieldturf ,"35 degrees, wind 2 mph",35,2,0,0,0,0,6,5,39,0,10,0,0,0,49,58%
15176,Brandon LaFell,WR,2017,16,CIN,DET,12/24/2017,H,,26,17,3.5,43.5,-9,outdoors,fieldturf ,"35 degrees, wind 2 mph",35,2,0,0,0,0,6,4,8,0,8,0,0,0,74,88%
15179,Josh Malone,WR,2017,16,CIN,DET,12/24/2017,H,,26,17,3.5,43.5,-9,outdoors,fieldturf ,"35 degrees, wind 2 mph",35,2,1,-2,0,-2,1,0,0,0,0,0,0,0,16,19%
15180,Alex Erickson,WR,2017,16,CIN,DET,12/24/2017,H,,26,17,3.5,43.5,-9,outdoors,fieldturf ,"35 degrees, wind 2 mph",35,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0%
15185,Ricardo Louis,WR,2017,16,CLE,CHI,12/24/2017,A,,3,20,5.5,37,17,outdoors,grass ,"24 degrees, wind 8 mph",24,8,0,0,0,0,1,1,35,0,35,0,0,0,9,15%
15186,Rashard Higgins,WR,2017,16,CLE,CHI,12/24/2017,A,,3,20,5.5,37,17,outdoors,grass ,"24 degrees, wind 8 mph",24,8,0,0,0,0,3,2,20,0,17,1,1,0,43,73%
15187,Josh Gordon,WR,2017,16,CLE,CHI,12/24/2017,A,,3,20,5.5,37,17,outdoors,grass ,"24 degrees, wind 8 mph",24,8,0,0,0,0,8,2,19,0,11,0,0,0,49,83%
15190,Corey Coleman,WR,2017,16,CLE,CHI,12/24/2017,A,,3,20,5.5,37,17,outdoors,grass ,"24 degrees, wind 8 mph",24,8,0,0,0,0,6,1,3,0,3,0,0,0,52,88%
15195,Josh Bellamy,WR,2017,16,CHI,CLE,12/24/2017,H,,20,3,-5.5,37,-17,outdoors,grass ,"24 degrees, wind 8 mph",24,8,0,0,0,0,4,3,49,0,28,0,0,0,40,65%
15196,Kendall Wright,WR,2017,16,CHI,CLE,12/24/2017,H,,20,3,-5.5,37,-17,outdoors,grass ,"24 degrees, wind 8 mph",24,8,0,0,0,0,6,4,27,0,11,0,0,0,32,52%
15198,Dontrelle Inman,WR,2017,16,CHI,CLE,12/24/2017,H,,20,3,-5.5,37,-17,outdoors,grass ,"24 degrees, wind 8 mph",24,8,0,0,0,0,4,2,19,0,13,0,0,0,59,95%
15204,Demaryius Thomas,WR,2017,16,DEN,WAS,12/24/2017,A,,11,27,3,39.5,16,outdoors,grass ,"43 degrees, wind 7 mph",43,7,0,0,0,0,6,4,52,0,24,0,0,0,62,84%
15205,Jordan Taylor,WR,2017,16,DEN,WAS,12/24/2017,A,,11,27,3,39.5,16,outdoors,grass ,"43 degrees, wind 7 mph",43,7,0,0,0,0,2,1,22,0,22,0,0,0,53,72%
15208,Isaiah McKenzie,WR,2017,16,DEN,WAS,12/24/2017,A,,11,27,3,39.5,16,outdoors,grass ,"43 degrees, wind 7 mph",43,7,0,0,0,0,2,1,8,0,8,0,0,0,15,20%
15209,Bennie Fowler,WR,2017,16,DEN,WAS,12/24/2017,A,,11,27,3,39.5,16,outdoors,grass ,"43 degrees, wind 7 mph",43,7,0,0,0,0,3,0,0,0,0,1,0,0,56,76%
15215,Ryan Grant,WR,2017,16,WAS,DEN,12/24/2017,H,,27,11,-3,39.5,-16,outdoors,grass ,"43 degrees, wind 7 mph",43,7,0,0,0,0,6,4,85,0,36,0,0,0,42,63%
15216,Josh Doctson,WR,2017,16,WAS,DEN,12/24/2017,H,,27,11,-3,39.5,-16,outdoors,grass ,"43 degrees, wind 7 mph",43,7,0,0,0,0,13,2,61,1,48,0,0,0,67,100%
15217,Jamison Crowder,WR,2017,16,WAS,DEN,12/24/2017,H,,27,11,-3,39.5,-16,outdoors,grass ,"43 degrees, wind 7 mph",43,7,0,0,0,0,4,4,47,1,15,0,0,0,29,43%
15219,Brian Quick,WR,2017,16,WAS,DEN,12/24/2017,H,,27,11,-3,39.5,-16,outdoors,grass ,"43 degrees, wind 7 mph",43,7,0,0,0,0,1,1,9,0,9,0,0,0,14,21%
15226,Mike Evans,WR,2017,16,TAM,CAR,12/24/2017,A,,19,22,10,46.5,3,outdoors,grass ,"55 degrees, wind 6 mph",55,6,0,0,0,0,8,6,107,0,30,0,0,0,51,80%
15227,Chris Godwin,WR,2017,16,TAM,CAR,12/24/2017,A,,19,22,10,46.5,3,outdoors,grass ,"55 degrees, wind 6 mph",55,6,0,0,0,0,6,3,98,0,70,0,0,0,54,84%
15228,Freddie Martino,WR,2017,16,TAM,CAR,12/24/2017,A,,19,22,10,46.5,3,outdoors,grass ,"55 degrees, wind 6 mph",55,6,0,0,0,0,2,2,57,0,39,0,0,0,9,14%
15229,Adam Humphries,WR,2017,16,TAM,CAR,12/24/2017,A,,19,22,10,46.5,3,outdoors,grass ,"55 degrees, wind 6 mph",55,6,0,0,0,0,3,3,51,0,36,0,0,0,35,55%
15231,Jesus Wilson,WR,2017,16,TAM,CAR,12/24/2017,A,,19,22,10,46.5,3,outdoors,grass ,"55 degrees, wind 6 mph",55,6,0,0,0,0,1,1,18,1,18,0,0,0,4,6%
15238,Brenton Bersin,WR,2017,16,CAR,TAM,12/24/2017,H,,22,19,-10,46.5,-3,outdoors,grass ,"55 degrees, wind 6 mph",55,6,0,0,0,0,4,3,45,0,23,0,0,0,48,79%
15239,Damiere Byrd,WR,2017,16,CAR,TAM,12/24/2017,H,,22,19,-10,46.5,-3,outdoors,grass ,"55 degrees, wind 6 mph",55,6,0,0,0,0,2,1,31,0,31,0,0,0,19,31%
15241,Kaelin Clay,WR,2017,16,CAR,TAM,12/24/2017,H,,22,19,-10,46.5,-3,outdoors,grass ,"55 degrees, wind 6 mph",55,6,0,0,0,0,4,2,24,0,13,0,0,0,16,26%
15242,Devin Funchess,WR,2017,16,CAR,TAM,12/24/2017,H,,22,19,-10,46.5,-3,outdoors,grass ,"55 degrees, wind 6 mph",55,6,0,0,0,0,4,3,11,0,5,0,0,0,54,89%
15246,Keelan Cole,WR,2017,16,JAX,SFO,12/24/2017,A,,33,44,-4,43,11,outdoors,grass,"52 degrees, no wind",52,0,0,0,0,0,13,6,108,0,32,0,0,0,75,86%
15247,Dede Westbrook,WR,2017,16,JAX,SFO,12/24/2017,A,,33,44,-4,43,11,outdoors,grass,"52 degrees, no wind",52,0,0,0,0,0,7,4,74,0,23,0,0,0,83,95%
15249,Jaelen Strong,WR,2017,16,JAX,SFO,12/24/2017,A,,33,44,-4,43,11,outdoors,grass,"52 degrees, no wind",52,0,0,0,0,0,4,3,38,1,19,0,0,0,42,48%
15252,Jaydon Mickens,WR,2017,16,JAX,SFO,12/24/2017,A,,33,44,-4,43,11,outdoors,grass,"52 degrees, no wind",52,0,0,0,0,0,4,1,5,0,5,0,0,0,39,45%
15259,Marquise Goodwin,WR,2017,16,SFO,JAX,12/24/2017,H,,44,33,4,43,-11,outdoors,grass,"52 degrees, no wind",52,0,0,0,0,0,6,3,37,0,24,0,0,0,47,71%
15260,Trent Taylor,WR,2017,16,SFO,JAX,12/24/2017,H,,44,33,4,43,-11,outdoors,grass,"52 degrees, no wind",52,0,0,0,0,0,4,3,19,1,8,0,0,0,25,38%
15261,Louis Murphy,WR,2017,16,SFO,JAX,12/24/2017,H,,44,33,4,43,-11,outdoors,grass,"52 degrees, no wind",52,0,0,0,0,0,1,1,17,0,17,0,0,0,31,47%
15262,Aldrick Robinson,WR,2017,16,SFO,JAX,12/24/2017,H,,44,33,4,43,-11,outdoors,grass,"52 degrees, no wind",52,0,0,0,0,0,2,1,12,0,12,0,0,0,18,27%
15263,Kendrick Bourne,WR,2017,16,SFO,JAX,12/24/2017,H,,44,33,4,43,-11,outdoors,grass,"52 degrees, no wind",52,0,0,0,0,0,5,1,12,0,12,0,0,0,26,39%
15267,Tyler Lockett,WR,2017,16,SEA,DAL,12/24/2017,A,,21,12,4.5,47,-9,retractable roof (closed),matrixturf,indoors,,,1,2,0,2,2,1,7,0,7,0,0,0,35,61%
15268,Doug Baldwin,WR,2017,16,SEA,DAL,12/24/2017,A,,21,12,4.5,47,-9,retractable roof (closed),matrixturf,indoors,,,0,0,0,0,6,4,35,1,20,0,0,0,46,81%
15269,Paul Richardson,WR,2017,16,SEA,DAL,12/24/2017,A,,21,12,4.5,47,-9,retractable roof (closed),matrixturf,indoors,,,0,0,0,0,4,2,21,0,11,0,0,0,48,84%
15275,Dez Bryant,WR,2017,16,DAL,SEA,12/24/2017,H,,12,21,-4.5,47,9,retractable roof (closed),matrixturf,indoors,,,0,0,0,0,6,3,43,0,33,1,1,0,62,84%
15276,Terrance Williams,WR,2017,16,DAL,SEA,12/24/2017,H,,12,21,-4.5,47,9,retractable roof (closed),matrixturf,indoors,,,0,0,0,0,4,4,43,0,17,0,0,0,56,76%
15278,Cole Beasley,WR,2017,16,DAL,SEA,12/24/2017,H,,12,21,-4.5,47,9,retractable roof (closed),matrixturf,indoors,,,0,0,0,0,3,2,12,0,6,0,0,0,44,59%
15279,Noah Brown,WR,2017,16,DAL,SEA,12/24/2017,H,,12,21,-4.5,47,9,retractable roof (closed),matrixturf,indoors,,,0,0,0,0,2,0,0,0,0,0,0,0,13,18%
15280,Ryan Switzer,WR,2017,16,DAL,SEA,12/24/2017,H,,12,21,-4.5,47,9,retractable roof (closed),matrixturf,indoors,,,0,0,0,0,0,0,0,0,0,0,0,0,3,4%
15286,Sterling Shepard,WR,2017,16,NYG,ARI,12/24/2017,A,,0,23,3,39,23,retractable roof (closed),grass ,indoors,,,0,0,0,0,8,5,45,0,10,0,0,0,64,90%
15287,Roger Lewis,WR,2017,16,NYG,ARI,12/24/2017,A,,0,23,3,39,23,retractable roof (closed),grass ,indoors,,,0,0,0,0,11,4,40,0,21,0,0,0,59,83%
